DRUG_NAME,smiles,ADRECS_ID,Match,smiles_index
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,08.01.08.004,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,08.02.01.038,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,08.02.01.004,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,23.06.03.001,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,07.11.01.001,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,23.03.04.006,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,23.02.01.001,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,17.02.06.009,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,08.01.05.007,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,23.03.12.001,1.0,-475
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,15.01.04.001,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,23.03.04.002,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,11.01.13.005,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,07.01.04.002,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,07.02.01.001,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,17.15.03.002,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,15.01.01.003,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,11.01.13.009,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,21.01.01.002,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,07.01.07.003,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,12.01.08.004,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,11.01.14.004,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,17.14.01.001,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,02.01.02.004,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,17.14.02.001,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,07.01.07.001,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,23.03.13.001,1.0,-485
tegaserod,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,23.03.12.001,1.0,-485
oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,08.01.01.001,1.0,-487
